temperature,humidity,rainfall,wind_speed,soil_ph,nitrogen,organic_carbon,clay,sand,silt,cec,season,label
27.18,54.6,86.58,11.16,7.15,70.96,25.0,32.93,38.55,28.52,24.05,Whole Year,Pomegranate
25.8,54.49,77.22,11.13,6.88,64.95,18.41,21.43,51.64,26.93,14.14,Whole Year,Grapes
28.84,64.06,116.68,8.65,7.14,68.85,17.57,31.86,43.01,25.13,24.58,Kharif,Maize
31.06,47.73,50.59,12.96,6.49,87.47,16.67,12.16,63.23,24.61,17.69,Whole Year,Water Melon
29.15,77.65,169.12,6.48,6.68,71.9,25.0,26.35,36.19,37.46,24.65,Whole Year,Banana
27.17,46.72,49.94,11.01,6.78,58.58,13.33,16.82,62.41,20.77,11.77,Whole Year,Karbuja(Musk Melon)
30.18,55.53,108.81,7.18,6.45,63.3,14.52,31.28,45.68,23.04,20.41,Whole Year,Mango
26.58,82.41,180.73,6.95,6.82,92.25,25.0,29.44,39.63,30.93,26.83,Whole Year,Banana
31.49,75.6,209.03,6.99,6.69,88.15,21.26,28.96,38.38,32.66,25.86,Whole Year,Banana
23.27,56.16,104.51,9.2,6.19,40.23,16.18,23.43,47.48,29.09,20.76,Rabi,Beans
28.97,64.73,139.32,10.1,6.61,67.51,18.64,27.69,43.67,28.64,19.52,Kharif,Maize
33.33,47.51,52.55,11.05,6.79,67.37,15.1,16.12,65.45,18.43,15.36,Whole Year,Water Melon
24.33,77.62,159.11,10.54,6.49,93.04,17.78,26.64,39.2,34.16,23.39,Kharif,Rice
21.62,68.15,117.7,9.52,6.84,65.86,13.32,23.52,50.29,26.19,17.19,Whole Year,Orange
27.84,47.43,52.62,10.17,6.81,75.92,15.73,19.17,58.86,21.97,12.47,Whole Year,Karbuja(Musk Melon)
26.59,56.52,88.11,8.25,7.16,68.63,21.23,30.26,41.93,27.81,22.0,Whole Year,Pomegranate
25.96,65.15,155.54,5.72,7.03,84.3,23.93,26.94,35.56,37.5,22.6,Whole Year,Banana
22.77,53.9,63.46,10.34,6.79,63.03,21.47,30.89,47.78,21.33,20.02,Whole Year,Grapes
33.0,56.67,124.47,8.91,6.53,77.47,21.39,32.9,45.28,21.82,22.79,Whole Year,Mango
19.69,61.88,98.06,7.97,6.38,40.05,14.22,27.22,45.88,26.9,18.76,Rabi,Beans
21.21,59.25,97.95,8.17,6.13,39.23,18.7,24.59,41.72,33.69,18.13,Rabi,Beans
30.79,54.09,94.2,10.27,6.49,71.9,18.78,25.15,49.17,25.68,16.52,Whole Year,Mango
25.3,78.54,176.11,7.02,6.65,94.59,25.0,29.63,33.55,36.82,29.9,Kharif,Rice
25.07,53.75,77.46,11.03,7.1,62.14,13.43,25.98,52.38,21.64,15.04,Whole Year,Grapes
30.66,56.85,105.71,11.23,6.3,60.24,14.87,27.61,48.39,24.0,22.28,Whole Year,Mango
22.71,65.49,102.12,7.51,6.11,39.25,8.31,27.71,43.03,29.26,20.95,Rabi,Beans
27.42,65.64,123.92,10.73,7.24,64.51,14.09,37.27,29.79,32.94,35.36,Kharif,Cotton
31.75,53.38,105.25,10.16,6.69,64.17,25.0,27.46,41.83,30.71,22.13,Whole Year,Mango
29.82,55.57,92.24,6.6,6.81,64.57,18.78,31.36,47.27,21.37,19.04,Whole Year,Mango
28.43,69.57,157.39,9.88,6.58,78.32,20.77,33.16,44.23,22.61,22.48,Whole Year,Papaya
29.58,52.04,53.02,10.37,7.08,77.2,15.53,23.34,58.84,17.82,13.54,Whole Year,Water Melon
22.65,62.97,98.62,9.47,6.04,37.49,17.68,23.78,46.21,30.01,18.67,Rabi,Beans
27.09,74.6,146.75,8.1,6.65,92.92,25.0,26.98,38.76,34.26,22.62,Whole Year,Banana
26.44,60.63,112.32,9.96,6.96,53.57,20.74,35.37,38.77,25.86,21.0,Kharif,Maize
27.91,72.71,187.54,6.74,6.34,79.62,24.64,28.77,34.5,36.73,23.41,Kharif,Rice
28.86,79.17,174.69,12.1,6.93,84.65,25.0,30.67,35.22,34.11,25.79,Whole Year,Banana
25.69,60.85,118.21,7.14,6.72,70.93,16.01,40.27,29.86,29.87,30.59,Kharif,Cotton
28.59,52.77,51.67,11.79,6.14,73.2,13.34,19.55,56.99,23.46,13.25,Whole Year,Karbuja(Musk Melon)
25.98,75.45,159.01,8.07,6.43,95.46,25.0,27.65,38.77,33.58,25.49,Whole Year,Banana
30.42,76.57,159.03,8.57,6.91,81.67,23.11,28.9,45.39,25.71,14.24,Whole Year,Papaya
28.7,47.4,59.68,11.05,6.83,89.36,16.63,17.53,60.1,22.37,9.4,Whole Year,Water Melon
28.57,60.67,131.85,9.98,6.84,72.62,23.56,35.12,41.8,23.08,21.99,Kharif,Maize
25.89,61.01,102.42,9.66,6.92,72.49,25.0,28.99,41.53,29.48,17.09,Whole Year,Pomegranate
25.04,58.12,61.88,11.21,6.83,62.93,11.78,29.94,48.74,21.32,17.54,Whole Year,Grapes
27.95,46.51,42.85,11.77,6.44,71.32,12.86,21.23,58.32,20.45,12.58,Whole Year,Karbuja(Musk Melon)
23.14,65.07,108.17,8.96,6.41,71.38,19.83,29.32,43.54,27.14,17.12,Whole Year,Orange
31.23,58.05,105.52,9.74,6.37,67.3,18.04,28.2,47.54,24.26,19.93,Whole Year,Mango
25.11,63.99,141.38,7.73,7.0,56.21,12.72,35.67,32.06,32.27,38.11,Kharif,Cotton
30.52,49.22,55.25,11.76,6.82,82.43,9.91,20.03,59.8,20.17,11.08,Whole Year,Water Melon
26.63,78.29,186.54,6.87,6.6,83.43,25.0,30.5,34.03,35.47,26.58,Whole Year,Banana
30.08,60.16,81.35,9.45,7.08,33.55,17.53,29.26,42.91,27.83,19.28,Kharif,Black Gram Dal(Urd Dal)
26.55,63.55,88.07,6.03,6.56,69.38,19.59,25.03,48.63,26.34,17.19,Whole Year,Orange
31.67,59.49,92.49,8.45,7.01,67.19,25.0,29.92,43.43,26.65,19.12,Whole Year,Pomegranate
27.54,64.13,58.16,11.55,6.68,31.79,15.12,31.63,36.48,31.89,18.31,Kharif,Black Gram Dal(Urd Dal)
26.5,60.24,65.9,8.31,6.81,36.45,16.28,25.94,45.88,28.18,17.94,Kharif,Black Gram Dal(Urd Dal)
32.13,52.25,117.83,6.72,6.68,56.5,13.29,26.97,45.4,27.63,25.08,Whole Year,Mango
29.18,44.52,46.18,11.12,6.43,53.92,13.0,19.36,61.53,19.11,14.84,Whole Year,Karbuja(Musk Melon)
26.76,61.12,144.07,9.82,7.3,65.04,12.37,34.14,30.45,35.41,33.74,Kharif,Cotton
31.69,60.09,64.91,11.65,6.82,67.72,25.0,33.77,34.84,31.39,22.85,Whole Year,Pomegranate
30.06,46.17,54.47,11.69,6.71,74.27,15.75,23.1,60.56,16.34,11.07,Whole Year,Water Melon
31.7,50.73,60.66,13.74,6.56,69.77,14.57,18.05,63.99,17.96,13.04,Whole Year,Water Melon
32.39,59.43,70.7,10.93,6.92,71.97,25.0,31.45,40.49,28.06,25.83,Whole Year,Pomegranate
26.45,58.4,106.67,8.74,6.35,65.73,16.16,30.78,45.59,23.63,21.01,Whole Year,Mango
19.85,62.31,87.62,6.74,6.4,42.52,11.72,26.92,45.65,27.43,18.03,Rabi,Beans
25.87,74.06,192.69,10.22,6.62,79.44,20.66,32.71,32.84,34.45,24.59,Kharif,Rice
21.9,59.21,125.75,10.46,6.78,75.85,15.63,34.56,40.24,25.2,20.9,Kharif,Maize
31.19,50.44,51.89,9.73,6.65,67.19,18.54,18.96,59.6,21.44,19.21,Whole Year,Water Melon
26.93,77.81,206.33,8.28,6.88,78.76,23.24,28.67,36.86,34.47,26.41,Whole Year,Banana
32.78,42.57,70.28,9.07,6.86,68.05,15.78,22.48,57.44,20.08,16.29,Whole Year,Karbuja(Musk Melon)
23.94,52.26,70.48,11.14,7.11,49.59,11.45,26.44,49.39,24.17,17.16,Whole Year,Grapes
16.8,54.55,63.59,8.33,6.27,43.02,15.8,24.44,49.4,26.16,17.16,Rabi,Beans
19.28,56.85,95.33,6.31,5.94,38.21,20.45,24.25,44.9,30.85,15.06,Rabi,Beans
30.88,44.65,49.12,11.87,6.85,81.11,16.1,15.35,58.89,25.76,13.24,Whole Year,Water Melon
28.2,61.83,150.91,8.32,6.95,54.24,16.39,38.16,28.81,33.03,32.12,Kharif,Cotton
28.73,55.13,85.34,11.67,7.17,84.11,25.0,31.55,42.75,25.7,21.24,Whole Year,Pomegranate
32.18,60.56,39.54,12.55,6.18,75.82,13.05,12.66,66.52,20.82,13.95,Whole Year,Water Melon
25.46,69.55,104.92,6.08,6.93,61.25,10.58,20.58,51.41,28.01,19.61,Whole Year,Orange
29.32,47.73,51.73,9.77,6.75,83.53,13.25,19.59,59.7,20.71,10.23,Whole Year,Karbuja(Musk Melon)
24.97,49.66,61.14,9.57,6.88,50.58,14.46,24.92,48.37,26.71,21.34,Whole Year,Grapes
26.6,68.19,153.67,10.57,6.97,85.44,18.68,29.66,35.97,34.37,19.95,Kharif,Rice
19.86,66.37,91.78,2.51,6.1,38.4,9.12,27.29,44.65,28.06,16.17,Rabi,Beans
25.8,66.84,107.76,7.04,6.97,65.72,18.13,33.24,44.5,22.26,19.31,Whole Year,Orange
27.68,78.5,178.9,8.69,6.91,81.49,19.16,26.75,35.07,38.18,24.79,Kharif,Rice
21.36,55.83,79.76,5.78,6.56,40.49,16.65,20.59,48.26,31.15,16.11,Rabi,Beans
28.78,50.29,51.73,11.31,6.66,80.63,13.55,18.12,60.91,20.97,13.64,Whole Year,Water Melon
25.57,53.5,91.72,7.89,6.24,69.91,18.64,30.15,46.84,23.01,17.86,Whole Year,Mango
27.53,56.67,79.12,9.93,7.01,74.83,22.72,28.52,41.64,29.84,20.81,Whole Year,Pomegranate
21.08,57.66,83.83,7.01,6.24,41.41,16.17,23.44,45.01,31.55,15.66,Rabi,Beans
25.78,61.56,135.25,10.91,7.2,69.14,16.66,37.25,32.26,30.49,33.44,Kharif,Cotton
31.59,40.64,35.07,11.14,6.21,63.5,14.07,21.64,59.41,18.95,15.34,Whole Year,Karbuja(Musk Melon)
18.11,66.41,102.03,6.8,6.14,49.29,13.54,25.48,47.47,27.05,16.97,Rabi,Beans
24.94,61.21,94.68,8.29,6.51,74.76,21.68,29.88,42.11,28.01,16.89,Whole Year,Orange
25.84,64.25,107.16,11.66,6.87,74.38,13.29,29.88,45.25,24.87,22.32,Whole Year,Orange
24.17,56.76,85.02,6.22,6.15,36.35,11.21,31.66,41.36,26.98,18.77,Rabi,Beans
21.96,62.14,95.79,5.8,6.08,44.03,15.05,30.9,45.4,23.7,15.71,Rabi,Beans
26.79,68.35,141.93,6.55,6.92,61.18,13.93,37.43,28.37,34.2,31.6,Kharif,Cotton
21.75,61.83,155.92,12.3,6.65,79.66,16.32,33.18,43.53,23.29,20.02,Kharif,Maize
18.36,65.94,102.35,9.07,6.51,35.79,16.65,24.68,46.51,28.81,16.38,Rabi,Beans
33.79,38.4,46.58,7.46,6.88,83.95,11.18,19.97,58.91,21.12,11.74,Whole Year,Karbuja(Musk Melon)
27.54,46.6,107.41,10.11,6.46,67.62,19.77,31.71,44.4,23.89,22.25,Whole Year,Mango
25.18,61.45,73.6,7.88,6.92,33.89,10.44,33.34,41.09,25.57,17.35,Kharif,Black Gram Dal(Urd Dal)
27.97,62.14,138.23,11.62,6.77,61.01,13.94,36.61,29.95,33.44,34.79,Kharif,Cotton
25.08,55.67,83.62,9.92,6.71,53.02,16.39,27.42,48.79,23.79,15.66,Whole Year,Grapes
15.18,62.17,104.9,8.92,6.16,44.98,13.95,29.05,41.46,29.49,13.82,Rabi,Beans
29.3,59.49,103.28,12.07,6.79,76.55,22.46,32.44,44.37,23.19,29.76,Whole Year,Pomegranate
30.28,49.18,63.68,10.98,6.83,68.31,14.12,16.86,63.33,19.81,18.96,Whole Year,Karbuja(Musk Melon)
23.88,50.73,61.52,9.11,6.94,63.4,20.78,26.58,49.8,23.62,17.25,Whole Year,Grapes
26.28,80.15,183.71,10.83,7.06,91.29,24.72,29.27,35.47,35.26,27.92,Whole Year,Banana
30.52,55.8,101.44,8.66,6.59,72.86,25.0,28.36,42.96,28.68,20.54,Whole Year,Mango
27.0,62.47,53.59,7.24,6.97,85.05,16.8,27.72,44.73,27.55,13.48,Whole Year,Orange
27.09,71.79,92.74,6.99,6.72,36.57,15.39,35.91,40.41,23.68,17.89,Kharif,Black Gram Dal(Urd Dal)
20.14,61.87,91.64,6.62,6.47,43.96,14.23,28.39,44.23,27.38,16.59,Rabi,Beans
23.15,60.56,58.7,9.17,6.79,37.02,12.95,34.23,37.91,27.86,18.51,Kharif,Black Gram Dal(Urd Dal)
27.93,62.57,113.46,7.4,6.63,87.78,18.65,34.38,40.89,24.73,23.72,Kharif,Maize
33.38,59.71,54.04,9.55,6.23,57.01,12.77,20.88,58.58,20.54,15.61,Whole Year,Karbuja(Musk Melon)
25.68,55.03,66.38,9.55,6.63,52.99,19.5,23.04,52.35,24.61,18.88,Whole Year,Grapes
27.03,63.72,119.66,8.96,6.69,69.08,20.44,26.67,43.63,29.7,17.51,Whole Year,Orange
29.82,51.73,50.16,8.83,7.35,83.32,25.0,32.29,43.24,24.47,23.2,Whole Year,Pomegranate
26.55,58.77,153.37,8.71,6.98,69.38,11.85,40.38,25.7,33.92,35.56,Kharif,Cotton
27.25,81.9,179.37,10.82,6.46,84.78,25.0,30.83,33.8,35.37,25.51,Whole Year,Banana
29.51,70.48,137.63,10.37,6.9,51.9,11.46,36.11,31.2,32.69,35.49,Kharif,Cotton
26.54,55.91,100.89,10.44,6.8,75.76,18.55,32.35,41.94,25.71,16.75,Kharif,Maize
27.12,64.78,86.31,7.95,6.64,38.36,15.6,28.48,42.83,28.69,14.54,Kharif,Black Gram Dal(Urd Dal)
29.63,51.75,48.22,8.46,6.8,73.09,10.69,20.13,58.66,21.21,16.85,Whole Year,Water Melon
28.5,60.6,73.39,9.79,6.7,38.13,14.54,31.82,43.94,24.24,17.33,Kharif,Black Gram Dal(Urd Dal)
33.92,47.97,62.71,10.89,6.59,66.52,14.4,20.64,60.94,18.42,13.23,Whole Year,Water Melon
28.43,57.86,83.24,9.44,7.17,82.66,25.0,26.12,45.39,28.49,21.28,Whole Year,Pomegranate
33.44,51.77,65.58,11.18,6.77,77.89,11.75,17.79,60.78,21.43,14.77,Whole Year,Water Melon
27.65,59.27,76.94,9.04,6.9,28.04,15.53,30.86,44.18,24.96,17.1,Kharif,Black Gram Dal(Urd Dal)
26.59,63.18,117.2,9.84,6.45,81.51,15.74,30.67,43.95,25.38,21.5,Kharif,Maize
29.1,55.16,111.74,10.85,6.35,62.49,19.22,27.17,44.97,27.86,21.75,Whole Year,Mango
25.93,73.41,164.17,9.29,6.74,68.66,18.43,22.78,54.99,22.23,22.06,Whole Year,Papaya
28.73,57.37,163.27,11.6,7.17,44.42,14.3,38.66,28.11,33.23,36.17,Kharif,Cotton
29.55,66.51,166.19,9.26,6.87,82.94,14.68,21.74,52.22,26.04,14.15,Whole Year,Papaya
31.71,49.49,63.46,8.02,6.47,74.98,8.7,19.5,61.5,19.0,10.6,Whole Year,Karbuja(Musk Melon)
26.09,60.06,135.88,9.64,7.15,59.67,15.57,38.02,29.15,32.83,34.2,Kharif,Cotton
29.4,47.55,63.21,9.78,6.44,71.06,14.53,16.39,61.74,21.87,11.05,Whole Year,Karbuja(Musk Melon)
25.96,55.29,90.24,8.0,6.55,63.2,16.81,30.34,42.87,26.79,17.46,Whole Year,Orange
29.08,58.79,90.38,11.25,7.2,75.58,19.67,26.78,48.07,25.15,16.96,Whole Year,Pomegranate
25.62,59.19,74.81,9.21,7.06,35.18,18.29,28.53,44.47,27.0,17.08,Kharif,Black Gram Dal(Urd Dal)
29.62,44.2,59.85,10.7,6.82,67.59,8.56,19.65,62.43,17.92,11.19,Whole Year,Water Melon
30.48,61.9,77.19,7.92,6.77,43.97,8.1,26.0,47.31,26.69,17.39,Kharif,Black Gram Dal(Urd Dal)
25.27,57.95,121.51,10.38,7.21,74.16,14.08,31.73,41.39,26.88,22.94,Kharif,Maize
28.63,46.92,44.98,12.57,6.74,72.48,17.62,19.12,61.39,19.49,15.21,Whole Year,Water Melon
29.52,78.51,183.84,9.94,6.75,97.81,25.0,30.73,33.45,35.82,26.99,Whole Year,Banana
22.35,56.33,84.97,7.23,6.02,42.67,13.56,23.64,43.03,33.33,18.05,Rabi,Beans
28.79,76.6,178.72,11.12,6.37,89.53,25.0,31.32,30.86,37.82,26.83,Kharif,Rice
30.83,50.75,41.12,12.09,6.47,55.3,16.26,17.89,59.61,22.5,9.6,Whole Year,Karbuja(Musk Melon)
29.16,62.12,116.88,8.46,6.7,69.49,21.12,32.2,43.45,24.35,19.12,Whole Year,Mango
23.03,46.49,68.67,10.95,6.89,54.8,21.2,26.45,51.42,22.13,18.22,Whole Year,Grapes
22.3,57.12,108.54,10.5,6.67,75.95,19.59,32.16,41.05,26.79,16.2,Whole Year,Orange
20.59,61.08,69.88,7.25,6.03,44.92,19.85,28.23,48.08,23.69,17.4,Rabi,Beans
28.79,79.89,205.59,10.45,6.6,77.96,25.0,32.11,35.06,32.83,26.76,Whole Year,Banana
30.21,56.07,77.58,9.36,6.73,40.58,9.04,31.9,45.32,22.78,19.2,Kharif,Black Gram Dal(Urd Dal)
29.29,58.58,109.74,10.66,6.96,66.91,25.0,31.08,42.7,26.22,20.61,Whole Year,Pomegranate
32.24,51.41,46.95,12.47,6.55,71.92,13.53,19.84,59.91,20.25,13.83,Whole Year,Karbuja(Musk Melon)
22.14,56.06,70.62,11.64,6.65,53.76,21.45,23.92,50.65,25.43,16.91,Whole Year,Grapes
26.58,61.84,126.52,9.69,6.81,84.62,14.09,31.27,44.53,24.2,22.45,Kharif,Maize
27.31,63.49,67.21,7.69,6.88,31.81,16.14,31.67,41.8,26.53,17.51,Kharif,Black Gram Dal(Urd Dal)
25.36,77.29,180.92,8.21,6.71,89.85,18.08,29.76,35.42,34.82,26.2,Kharif,Rice
26.63,53.72,73.17,13.91,6.98,51.78,17.05,28.49,46.63,24.88,18.56,Whole Year,Grapes
30.63,57.79,104.81,8.56,6.87,88.41,25.0,32.55,41.23,26.22,22.75,Whole Year,Pomegranate
28.53,65.61,163.7,9.29,6.93,63.52,12.33,36.21,27.99,35.8,33.88,Kharif,Cotton
22.0,64.47,101.61,5.02,6.06,43.17,12.12,25.83,42.62,31.55,16.94,Rabi,Beans
30.05,59.47,76.48,10.33,6.39,42.29,11.33,33.05,41.75,25.2,18.61,Kharif,Black Gram Dal(Urd Dal)
25.9,60.57,88.51,8.25,6.63,69.57,11.5,35.57,45.28,19.15,20.46,Kharif,Maize
29.18,75.96,158.96,8.49,6.77,94.39,25.0,31.12,36.15,32.73,28.99,Whole Year,Banana
26.13,57.5,139.72,7.56,7.37,58.62,11.41,39.18,26.54,34.28,31.99,Kharif,Cotton
26.66,57.78,118.27,11.18,6.91,87.69,19.8,37.04,39.23,23.73,22.3,Kharif,Maize
20.64,67.28,92.54,12.72,6.65,78.59,19.82,29.37,45.94,24.69,19.24,Whole Year,Orange
25.77,61.49,158.12,9.4,7.3,74.99,18.25,37.09,31.29,31.62,33.39,Kharif,Cotton
28.25,78.43,189.75,8.83,6.85,84.49,25.0,27.12,36.64,36.24,25.79,Whole Year,Banana
28.77,72.61,137.57,9.98,6.9,90.86,18.67,26.61,52.81,20.58,24.64,Whole Year,Papaya
25.95,77.49,198.9,9.34,6.81,95.6,25.0,27.58,35.02,37.4,23.03,Whole Year,Banana
30.71,56.78,125.77,7.6,6.46,68.69,13.76,28.25,44.49,27.26,18.11,Whole Year,Mango
22.44,62.68,101.66,10.16,6.22,45.12,16.99,25.8,45.09,29.11,17.41,Rabi,Beans
23.5,50.25,43.35,9.76,7.12,52.7,16.54,25.97,49.4,24.63,17.02,Whole Year,Grapes
27.26,63.05,115.12,8.57,6.85,81.93,22.88,30.05,42.29,27.66,18.3,Whole Year,Papaya
28.32,53.97,99.15,9.05,7.3,76.77,25.0,35.8,37.74,26.46,21.74,Whole Year,Pomegranate
24.06,78.61,194.17,7.81,6.64,76.49,25.0,32.58,31.91,35.51,20.65,Kharif,Rice
28.46,54.51,67.45,10.37,7.34,70.43,25.0,30.9,43.53,25.57,19.2,Whole Year,Pomegranate
27.75,56.49,79.67,9.6,7.3,61.82,25.0,25.82,46.96,27.22,28.5,Whole Year,Pomegranate
29.67,59.83,115.42,11.08,6.79,73.56,22.97,32.62,44.58,22.8,23.08,Kharif,Maize
31.05,71.03,120.01,7.12,6.97,77.42,16.36,28.47,48.82,22.71,22.7,Whole Year,Papaya
26.46,62.53,99.16,9.18,7.02,62.39,13.83,35.28,41.28,23.44,17.49,Kharif,Maize
26.91,55.44,75.79,11.96,6.68,55.52,14.19,24.63,50.16,25.21,14.26,Whole Year,Grapes
23.31,67.06,96.9,9.31,6.56,75.65,12.51,28.13,46.9,24.97,17.22,Whole Year,Orange
26.28,66.88,140.47,5.82,7.13,62.18,8.79,38.42,30.41,31.17,29.22,Kharif,Cotton
32.93,52.7,110.11,9.13,6.53,67.82,24.53,33.1,47.07,19.83,19.75,Whole Year,Mango
25.03,60.58,130.99,12.77,6.59,77.35,22.71,34.65,37.76,27.59,20.85,Kharif,Maize
31.78,54.59,103.91,8.1,6.33,60.28,24.36,28.87,45.47,25.66,20.74,Whole Year,Mango
30.44,54.7,44.76,12.14,6.76,78.72,18.47,18.67,61.56,19.77,11.97,Whole Year,Water Melon
23.26,71.6,97.41,11.68,6.6,57.06,15.61,27.14,47.44,25.42,16.61,Whole Year,Orange
31.12,50.48,67.57,13.44,6.89,71.44,17.31,21.29,58.11,20.6,15.26,Whole Year,Water Melon
30.16,57.14,60.56,12.11,6.67,62.4,12.43,19.73,60.22,20.05,13.33,Whole Year,Karbuja(Musk Melon)
28.34,57.31,44.17,11.75,6.92,67.45,15.18,21.11,58.76,20.13,14.44,Whole Year,Karbuja(Musk Melon)
25.49,59.97,61.7,9.35,6.82,45.27,10.38,28.34,50.02,21.64,17.55,Whole Year,Grapes
27.23,63.85,108.5,10.24,6.25,73.16,18.15,35.01,39.97,25.02,18.18,Kharif,Maize
29.15,72.25,159.92,7.8,6.93,86.74,24.3,29.36,35.07,35.57,23.57,Whole Year,Banana
24.18,64.95,153.93,11.27,7.02,52.54,16.14,40.24,26.5,33.26,34.29,Kharif,Cotton
28.12,71.55,140.93,8.77,6.64,76.65,25.0,21.36,49.62,29.02,16.59,Whole Year,Papaya
23.64,61.15,111.01,9.52,6.27,31.7,14.22,27.35,44.32,28.33,16.7,Rabi,Beans
25.95,61.57,88.71,7.71,6.78,71.0,14.66,29.91,38.79,31.3,19.83,Kharif,Maize
25.66,51.38,59.11,11.42,6.97,65.51,11.51,24.46,53.34,22.2,19.23,Whole Year,Grapes
28.23,76.47,167.69,10.41,6.61,73.68,20.41,27.85,34.53,37.62,27.11,Kharif,Rice
24.61,76.98,182.95,8.56,6.73,80.8,25.0,32.06,33.22,34.72,23.43,Kharif,Rice
28.01,62.48,85.72,8.64,6.58,42.57,11.21,26.86,43.75,29.39,19.82,Kharif,Black Gram Dal(Urd Dal)
23.19,64.99,101.16,9.18,7.04,80.86,19.23,22.08,50.21,27.71,15.97,Whole Year,Orange
29.84,64.08,162.78,6.32,6.63,97.9,23.64,28.06,48.08,23.86,20.26,Whole Year,Papaya
24.07,53.76,52.38,11.48,6.96,49.04,12.3,22.99,53.41,23.6,14.31,Whole Year,Grapes
28.51,57.94,68.08,9.97,7.0,29.44,9.45,33.7,40.49,25.81,17.53,Kharif,Black Gram Dal(Urd Dal)
27.25,78.24,166.01,8.12,6.5,89.4,22.28,29.0,37.07,33.93,22.64,Kharif,Rice
31.44,49.44,46.56,13.98,6.71,74.83,11.4,18.91,64.12,16.97,14.25,Whole Year,Karbuja(Musk Melon)
22.84,61.62,119.85,9.87,6.89,64.26,21.04,28.39,46.3,25.31,18.66,Whole Year,Orange
26.71,46.08,41.43,11.34,6.61,59.73,12.04,25.75,49.05,25.2,16.63,Whole Year,Grapes
27.63,72.71,135.98,5.91,6.79,73.16,20.65,27.99,46.97,25.04,19.97,Whole Year,Papaya
27.06,65.8,130.93,8.0,6.71,85.3,11.68,32.75,39.78,27.47,21.83,Kharif,Maize
34.34,46.28,40.17,10.8,6.72,66.17,11.66,18.57,59.77,21.66,11.11,Whole Year,Karbuja(Musk Melon)
32.61,50.16,44.88,10.39,6.73,74.24,12.83,22.53,61.15,16.32,11.76,Whole Year,Karbuja(Musk Melon)
27.05,59.82,121.97,11.08,7.34,60.73,15.33,38.89,29.07,32.04,33.46,Kharif,Cotton
27.19,79.8,185.16,7.08,6.49,76.59,25.0,27.83,39.42,32.75,29.79,Whole Year,Banana
25.16,68.27,88.2,8.97,6.44,74.79,12.17,23.89,46.83,29.28,18.28,Whole Year,Orange
34.66,43.07,74.91,10.0,6.75,87.87,14.01,18.32,61.93,19.75,15.38,Whole Year,Water Melon
23.64,68.51,79.38,9.09,6.97,24.04,13.91,30.26,42.7,27.04,16.53,Kharif,Black Gram Dal(Urd Dal)
32.45,51.99,64.08,9.68,6.55,90.95,13.81,18.79,63.82,17.39,13.46,Whole Year,Water Melon
26.19,59.95,104.72,8.44,7.02,80.45,12.55,28.85,43.42,27.73,21.6,Whole Year,Orange
24.43,58.04,103.93,9.12,6.92,72.22,15.94,30.03,42.69,27.28,17.22,Whole Year,Orange
19.95,59.82,98.48,7.82,6.33,33.62,15.93,29.67,41.44,28.89,20.13,Rabi,Beans
28.23,53.96,81.6,8.38,6.81,31.76,12.45,28.06,41.55,30.39,15.5,Kharif,Black Gram Dal(Urd Dal)
25.95,57.74,127.73,4.51,6.96,71.54,16.93,38.46,30.05,31.49,29.04,Kharif,Cotton
30.27,70.26,140.47,6.39,6.44,85.82,25.0,28.18,35.16,36.66,26.09,Kharif,Rice
28.73,62.21,153.02,9.34,7.15,59.27,13.72,40.54,28.35,31.11,33.27,Kharif,Cotton
27.03,61.0,121.47,6.58,6.77,73.58,19.61,31.64,44.24,24.12,25.46,Kharif,Maize
22.47,62.08,90.93,8.16,6.6,53.49,13.51,23.33,49.72,26.95,19.21,Rabi,Beans
31.31,49.13,95.3,10.15,6.32,70.59,12.8,28.97,47.07,23.96,21.83,Whole Year,Mango
28.92,49.81,41.69,12.06,6.4,61.97,14.1,19.89,58.74,21.37,13.97,Whole Year,Karbuja(Musk Melon)
30.05,50.73,57.27,13.93,6.78,69.19,7.86,17.51,63.19,19.3,15.99,Whole Year,Karbuja(Musk Melon)
32.57,47.7,43.72,12.95,6.59,59.33,12.11,21.0,60.13,18.87,14.96,Whole Year,Karbuja(Musk Melon)
21.09,55.98,96.51,6.54,6.24,39.92,12.19,22.49,48.97,28.54,16.99,Rabi,Beans
27.86,57.14,129.14,7.4,6.71,68.87,19.44,34.36,40.4,25.24,21.92,Kharif,Maize
26.0,66.08,157.5,7.94,7.16,54.47,15.1,38.8,29.34,31.86,31.76,Kharif,Cotton
32.46,47.12,72.26,13.24,6.88,76.36,15.28,18.66,61.88,19.46,12.15,Whole Year,Water Melon
27.09,60.34,144.27,8.38,7.37,64.56,10.04,39.93,26.82,33.25,36.14,Kharif,Cotton
31.58,64.87,133.19,8.67,6.37,89.18,18.02,21.91,50.23,27.86,18.06,Whole Year,Papaya
25.58,61.51,127.19,8.43,6.54,78.63,22.91,36.12,42.41,21.47,23.03,Kharif,Maize
26.72,55.6,116.93,7.97,6.79,62.51,15.6,32.48,40.68,26.84,18.69,Kharif,Maize
33.69,67.97,135.23,6.61,6.22,86.48,25.0,27.5,50.33,22.17,22.88,Whole Year,Papaya
28.73,57.55,118.46,7.2,6.57,77.35,16.28,30.89,46.21,22.9,17.14,Whole Year,Mango
